analysis,Gradient_1,Gradient_2,Gradient_3,Gradient_4,Gradient_5,Gradient_6,Gradient_7,Gradient_8,Gradient_9,Gradient_10,Gradient_11,Gradient_12,Gradient_13,Gradient_14,Gradient_15,Gradient_16,Gradient_17,Gradient_18,Gradient_19,Gradient_20,Gradient_21,Gradient_22,Gradient_23,Gradient_24,Gradient_25,Gradient_26,Gradient_27,Gradient_28,Gradient_29,Gradient_30
16407533,0.7824170414972352,-1.260838497723449,-1.0346301845319221,-2.6059681375168453,0.5231329103803355,4.071938095739407,-1.9187857094337704,-1.0036638503679294,1.872081070513923,-1.3348565075660448,3.0628848056549387,1.122111043657269,-1.3536736878029072,0.8315142226655035,-0.6741025923501238,-0.32992356017492347,0.4743527828615725,-1.5461015972222694,1.3309978104147382,-0.5459505095548498,-0.8279544541409221,-1.1395204527686245,0.07838339389184319,0.4218763562493773,0.3012700950966098,-1.6718891795309907,0.6499922273953216,0.16867446693575236,-0.38356138048531097,0.33845092421358997
17240066,-0.366785932911741,1.3176077393388197,1.7781342373169946,-2.4116330862439477,-2.466392327411816,-1.5979970041476406,-0.7129969981622899,1.975294169521867,0.34764135982239064,0.11490406293230025,0.7931868002644089,2.9659520395802352,-0.270050932095721,-0.9979079451647137,0.6917449866836162,-2.7726645595781685,-0.564184127880804,0.7889810951823752,1.2690982994432498,1.517889876189178,-2.998436040818054,-0.43151413639397157,-2.092925431688272,-1.1150869371433225,0.8516971261829316,-0.956082545714099,-1.638973936152422,0.8348502077839313,0.16826126314970344,0.18347265752530506
19559684,0.13606143813471092,2.887099108490673,-0.9088362923105532,-1.6988038687665143,-1.5962831872902032,-1.0192052647619807,-0.874252713069404,0.45821750246561094,-0.7720526931783451,1.1533184957044749,-0.2180526930082067,1.2933888444631312,0.04079073554342016,-0.34089708945868696,0.03147021494253913,-0.04733383454666228,0.04846321398606042,-0.2880125057400786,0.3868635874093842,0.11732269283200321,-0.7116903322687831,-0.2818812104173594,-0.8617212989334977,-0.23504351878045165,-0.6245343080755192,-0.1544567981917867,-0.8001209506152904,0.493650591067512,0.42473449032176136,-0.19551624733628423
20423216,0.34926405750495343,0.4341206835861526,2.4308555689840476,-1.6731241774245373,-1.631795633426631,-0.4174094383207992,1.8908918447414091,-1.809847500512814,0.8353847780221152,0.37566558051875754,-0.9191563010409274,-0.7269025975362466,-2.0350307100816556,-0.56394196641334,-0.7753816701139837,0.4018105963391769,-0.7866400307554854,-0.2099991663472146,0.01256278307486347,0.389970186099263,0.7755735725365994,1.7353809823256021,0.34562103902805924,-0.1598437848433472,0.25761700236294255,-0.5324063656655917,-0.5767638433906535,0.4150983665052199,-0.4537292704034512,-0.6632980951354142
20838644,-2.4514258710444947,-1.1357052167213442,0.21864655752196896,0.8920058149627794,-0.8933033332398668,-0.3234183417007371,-0.8914230392707481,0.9305698196232682,-1.2207731346826103,0.2703433291793675,0.18605213440425988,-1.2487299423637188,0.3511815370753908,0.34600665763836386,0.35535981638567377,-0.10893581036969786,-1.031611687765941,0.04056754679734777,0.586329170806783,-0.43186091321828807,-0.9971537794576545,0.6783775665530697,-0.326334901218134,-0.3532249742284172,-0.2933263537374197,0.5036670840537188,0.2631866280562382,-0.3754631739970561,0.35844470991484584,-0.46532382866182787
21080967,-0.05989351862314492,0.07714767931844232,0.9555601389736714,-1.7116708428342555,-1.2580735308506659,-0.25684975692273837,-1.0832089685612987,0.9931502177770212,0.3699029090903891,-0.10495510579688495,1.3245789311625062,2.1980142801979117,-0.23101019493123173,-1.2094441286038349,0.7837838996949384,-1.2434011402590237,-0.17692342766438987,0.0775811223609305,0.8457828683410973,0.8869040088588529,-2.008175195383898,-0.7050253556010941,-1.320801074353649,-0.8958721530783742,0.4787570317603557,-0.6136173818740648,-1.115336342757132,0.9134087028678332,-0.510716723486011,-0.41274165135130775
22291848,0.5425714226551798,4.438913064406056,-3.7574929047098142,-0.9516415184776027,-0.6337420937902678,-0.7833800981169372,0.8486235447607806,-0.7105367766172221,-2.914598165363519,2.028587431821546,-0.13818425033467352,0.8745868997054811,-0.5743563911762359,-1.9065882127017066,-1.8410881758952038,3.9388728987845463,-2.871827247218347,2.4143591654944117,-0.37641879558354,-3.1213522148017736,0.007496491362205937,-2.6171319003820974,-0.8691781769956419,0.35131993196580347,-1.2630962883966346,1.7393725945007523,0.48551731257105646,-1.1578406729626896,-2.002865718321626,0.48507629754204923
22916152,1.5924596863238172,0.3581639263261798,0.22338980326004604,0.4977800366796313,1.009339008498125,0.55076750894797,0.05224666617002607,0.4106760026880994,-0.4190500148045826,0.1742114803979412,-1.14621592696359,0.23246320731479578,0.26381752169440853,0.43025207203709037,0.25727708080164274,-0.10235767061998097,0.41409105183153866,0.4578571530530431,0.46820707835727604,0.18726289923332448,0.42774161143423817,-0.4154646169670888,1.014878001324258,-0.08290274901368755,-0.48493067305764376,0.6901006000355822,-0.6412866792258309,-0.35017426388763623,-0.723969147738586,0.6861294923676101
23152865,0.1452236410924132,0.31882863186135707,-1.24535990214269,1.2882307075386086,1.0245885972870359,0.32894459991435293,-0.9981252404546885,-1.2786267483549925,0.38194532124900354,3.3465746689163494,-0.7942810672039807,-0.9653542512010431,-0.7442799756013541,1.749422507019223,1.1020833219998687,-1.5730310134455487,1.8359597246063417,-1.1831145877762503,-0.02590552028318092,1.0102125739547343,1.9022832282028383,-0.09359283638005943,0.18541873046935067,0.23529634872244626,0.29116141046415456,-0.6600756796839009,-1.1308489835761981,-0.14850141704589204,-2.0087813853734104,-0.006652223567258114
23316257,1.7577690478702543,-0.09404088930315875,2.9590030822287603,-2.1114927546978857,-0.8865304269234068,0.6635695919044765,1.2423571019367794,-1.7629167084333957,0.2652751503199254,1.5740367534301567,0.25122406255333696,0.4576947413912818,-1.4022089445681403,0.4003761929168125,-0.3110987465809899,0.35290941255646024,-0.051241741672683645,-0.2609409301035326,-0.16898261265523376,0.22429947758145338,0.6014322105594094,0.2691842752098619,-1.0464561637727041,0.03520463113421245,-0.3704120885384723,0.15676285129460202,-0.4771648794231361,0.012629742968829873,0.5126395831643632,-0.8849622905370659
23691237,-1.655004520022532,-0.24759038393874336,-0.9901624514512247,0.05863787192285336,-1.100274910007077,1.4415974613597704,-0.7058905142094222,-1.3804503329386206,1.2824011409548643,-2.54540674671837,1.4979081335711457,0.1237305468342968,0.13669997166086031,-1.8299664334969283,0.5382332208548751,0.4044070695342258,1.4817357637165707,-0.9696052901230929,0.7398521723622912,-0.2298406516067415,2.5820925673703456,-0.8482393029280437,0.2731106028817166,-2.1687200834471208,-1.0638267197835136,1.0030677232379215,-0.21592281384021886,0.08668638146479686,0.5598041251264043,0.2356495435491218
23840533,1.1613978866783297,-0.5848728725072688,0.41560706914782336,0.4729837298217431,0.5212527982578464,1.2644704459309313,-0.4878930204012952,-0.5510826088775526,0.1435222548506109,0.9850714722955485,0.43604666080054755,0.6312407337829424,-0.9453213029257703,0.7757486849892673,1.855886348623838,-0.8243512523217068,0.8680911644860175,-1.2889788313192754,0.43483704867611794,0.028720245724371374,-0.07368548300412099,-0.7518606725608672,-0.07147636194283913,0.5363817438003492,-0.5321842977925849,-1.1546999958000919,-0.43933569943533124,-0.597935163364231,-0.6501586811060881,1.445699170454485
24062782,5.519845787726994,0.31257306172141636,-1.5247849629384043,-1.3480597477620497,-0.3084303097353267,0.030251270732422623,-2.474247802417946,0.050039620196611775,-1.6207994708785411,0.38251183348040624,-2.5840868896012905,-3.7644562237874197,4.316394614633737,-3.6744481795069523,0.08307055501921477,0.7285264675555208,2.677650983384772,1.2702512589716166,1.3481064216126637,-0.2720119552618022,0.15825273167246184,0.5472013659704604,-1.123749926576952,1.385907663747117,0.19380122599243516,-2.270650128934292,-0.6405160286403079,0.20954965955841698,2.549670091746121,-2.99634376098705
24603951,-1.0919596418345843,1.300549804414468,0.7077350805661647,-0.6055716466179202,-0.5287625827137346,1.0700989834822665,1.5831797009336233,1.4103207949527152,2.8628354521432473,-0.7299520191181722,-1.6595934603324771,-0.9069677859756304,-0.6357575980186391,-0.6303075773329411,-1.170665561728163,-0.8825357740806855,-0.5156359638914698,0.6500404467439289,1.4218640649439713,0.028024185800300878,0.6380611965258488,1.1054476955772317,0.3200329167196799,2.005684051560977,-1.0336013129876418,0.04180754920672869,1.6352832858465425,0.3773088167372692,0.1496480123534625,0.29310231483902177
24734108,-0.770154914793433,-0.6048988690833345,-1.0347873483472292,-0.689641115638713,0.5469768413196182,1.524191700905381,-0.6097020488844883,-0.33451784374471094,1.6104676725459393,-0.29270111221964473,0.7460079788707275,0.42367939143140404,0.28548045231406477,1.2732938471245372,-0.7869240417924636,0.0664564874532032,0.8497168810634526,-0.6242588673730755,-1.174489495753954,-0.7299054899509767,-0.5546644491191253,0.5911427134063862,-0.16910580341703021,0.2624643858573255,-0.31115455836285466,0.7625511867282266,0.5490230531331749,-0.6071051474768698,0.4143634502991844,-1.3688688628346906
24734113,1.5052077622350664,-0.0368995677326355,0.8841762503177228,-0.9796210215735409,-0.7934135097119894,0.6932301190627246,0.6521236654835668,-1.5717962977880227,-0.8647226019454344,0.003000478289841951,-0.6367970043884278,0.17839895033906308,-0.2854578374733692,0.16776413481235125,0.07988745258851848,-0.742910061919324,-0.08262956399662122,0.2628499157243929,-0.4100998186843297,-0.3424061016422271,-0.7001005804481056,0.39601765650173276,0.23072092597604754,-0.7974104909216425,-0.06090572518563039,0.4495633476564174,-0.7624180768680033,0.5934369598032352,-0.31613610309454854,0.13122204528667686
