-52.0,-72.0,4.0,6.732
-32.0,-54.0,56.0,6.435
-60.0,-22.0,18.0,6.194
48.0,-72.0,2.0,5.991
44.0,6.0,30.0,5.975
-46.0,-2.0,56.0,5.96
60.0,-18.0,24.0,5.761
4.0,12.0,56.0,5.567
-62.0,-22.0,42.0,5.479
-38.0,0.0,46.0,5.479
26.0,-38.0,68.0,5.29
54.0,-32.0,26.0,5.261
-14.0,-82.0,40.0,4.993
28.0,-78.0,26.0,4.91
-50.0,-28.0,52.0,4.841
-43.0,4.0,33.0,4.786
-8.0,-78.0,-44.0,4.718
-66.0,-42.0,18.0,4.637
14.0,6.0,64.0,4.597
-28.0,-48.0,68.0,4.557
-62.0,4.0,6.0,4.504
58.0,30.0,6.0,4.372
-28.0,-90.0,30.0,4.281
10.0,-4.0,76.0,4.242
54.0,-10.0,-18.0,4.229
42.0,0.0,4.0,4.178
-51.0,35.0,14.0,4.152
10.0,-42.0,56.0,3.987
-46.0,-10.0,6.0,3.887
10.0,4.0,44.0,3.751
34.0,-84.0,-6.0,3.714
-56.0,10.0,-10.0,3.665
-42.0,-66.0,-18.0,3.269
-45.0,36.0,17.0,3.176
45.0,32.0,19.0,3.001
45.0,-56.0,-18.0,2.944
8.0,-80.0,-46.0,5.333
18.0,-4.0,16.0,3.592
6.0,-14.0,6.0,3.496
