50.0,0.0,40.0,5.91
-42.0,-54.0,12.0,4.82
-24.0,-86.0,-8.0,5.89
2.0,-70.0,38.0,6.08
-20.0,-96.0,2.0,5.84
30.0,-38.0,-24.0,4.87
-8.0,-40.0,-24.0,5.4
2.0,-58.0,-18.0,5.29
-36.0,-34.0,60.0,6.09
22.0,-34.0,66.0,5.17
-30.0,-16.0,68.0,4.91
10.0,-4.0,46.0,7.88
36.0,-52.0,-22.0,5.57
22.0,-12.0,70.0,4.14
50.0,0.0,40.0,5.91
-42.0,-54.0,12.0,4.82
-24.0,-86.0,28.0,5.89
2.0,-70.0,38.0,6.08
-20.0,-96.0,2.0,5.84
30.0,-38.0,-24.0,4.87
-8.0,-40.0,-24.0,5.4
2.0,-58.0,-18.0,5.29
-36.0,-34.0,60.0,6.09
22.0,-34.0,66.0,5.17
-30.0,-16.0,68.0,4.91
10.0,-4.0,46.0,7.88
36.0,-52.0,-22.0,5.57
22.0,-12.0,70.0,4.14
