46.0,20.0,-4.0,3.36
60.0,-36.0,52.0,4.52
-20.0,20.0,66.0,3.775
48.0,22.0,-2.0,3.693
-56.0,-54.0,46.0,3.554
-46.0,50.0,12.0,3.497
40.0,58.0,2.0,3.18
52.0,38.0,26.0,3.146
-54.0,12.0,28.0,3.101
2.0,44.0,10.0,3.079
48.0,40.0,8.0,2.968
60.0,-58.0,32.0,2.913
2.0,-14.0,8.0,3.74
46.0,20.0,-4.0,3.612
-62.0,-26.0,24.0,3.44
-4.0,-12.0,8.0,3.36
-8.0,-32.0,-36.0,3.258
56.0,28.0,2.0,4.732
56.0,-50.0,32.0,4.631
8.0,-34.0,34.0,4.557
4.0,44.0,8.0,4.323
62.0,-30.0,50.0,4.287
-56.0,-54.0,46.0,4.214
-50.0,44.0,12.0,3.81
18.0,32.0,50.0,3.716
4.0,68.0,16.0,3.566
-46.0,6.0,26.0,3.18
-50.0,20.0,-6.0,3.168
