-26.0,-14.0,-24.0,-6.338
-8.0,-60.0,14.0,-5.686
60.0,-60.0,26.0,-5.348
-40.0,-72.0,50.0,5.29
-30.0,-39.0,-21.0,-5.063
26.0,-56.0,34.0,-4.385
-49.0,2.0,-41.0,-4.385
-45.0,-69.0,49.0,-4.204
55.0,-51.0,47.0,-4.076
5.0,-53.0,35.0,-3.763
-24.0,-28.0,8.0,-3.751
-26.0,28.0,58.0,-5.233
-4.0,60.0,0.0,-4.896
-2.0,58.0,24.0,-4.705
-22.0,64.0,14.0,-4.089
5.0,65.0,6.0,-4.491
5.0,51.0,30.0,-2.133
20.0,60.0,32.0,-5.091
33.0,40.0,42.0,-3.8
-42.0,40.0,-14.0,-4.464
-36.0,50.0,-2.0,-3.825
-42.0,-66.0,-18.0,-3.58
-2.0,28.0,64.0,-3.862
-30.0,60.0,-14.0,-2.99
10.0,-72.0,60.0,-3.164
-4.0,68.0,8.0,-4.217
-4.0,46.0,-7.0,-3.677
1.0,43.0,21.0,-3.532
2.0,59.0,2.0,-3.412
-30.0,-34.0,-16.0,-4.114
-34.0,-22.0,-28.0,-3.887
-10.0,-56.0,10.0,-4.464
-9.0,-69.0,22.0,-3.364
-54.0,-12.0,-28.0,-3.837
-54.0,-19.0,-16.0,-3.129
-20.0,-58.0,30.0,-2.99
-10.0,-56.0,10.0,-4.464
-4.0,68.0,8.0,-4.217
-30.0,-34.0,-16.0,-4.114
38.0,-78.0,28.0,-4.937
46.0,-64.0,-8.0,-4.624
58.0,30.0,6.0,-4.152
38.0,-86.0,-14.0,-3.751
56.0,-56.0,18.0,-3.604
24.0,-60.0,40.0,-3.568
32.0,-50.0,48.0,-3.556
-34.0,16.0,22.0,-3.9
-54.0,30.0,16.0,-3.813
-52.0,28.0,28.0,-3.714
-44.0,2.0,36.0,-3.58
-36.0,-58.0,52.0,-4.745
-36.0,-86.0,10.0,-3.937
22.0,-80.0,-44.0,-4.451
-42.0,-66.0,-18.0,-4.464
6.0,-54.0,38.0,-4.152
-36.0,-84.0,-40.0,-3.813
44.0,16.0,34.0,-3.496
30.0,-38.0,-20.0,-3.281
58.0,30.0,6.0,-4.152
-56.0,-62.0,26.0,-3.52
-6.0,44.0,48.0,-3.388
-46.0,-52.0,18.0,-3.199
25.2,-7.1,-15.7,-3.43
-24.2,-2.0,-16.8,-7.33
34.3,-22.4,-6.4,-4.93
-17.2,-16.3,-13.6,-5.41
17.2,-2.0,-26.1,-10.5
-26.3,-7.1,-27.2,-7.94
2.0,-3.1,13.4,-6.73
-2.0,-4.1,15.5,-9.26
2.0,1.0,13.4,-4.27
-2.0,1.0,13.4,-7.01
8.1,7.1,-3.2,-5.98
4.0,31.6,-3.2,-8.23
-1.0,29.6,0.9,-7.79
1.0,38.8,5.1,-5.74
-6.1,34.7,12.4,-4.94
2.0,41.8,24.8,-6.26
2.0,-16.3,41.5,-3.87
-2.0,-16.3,41.5,-4.65
5.0,-40.8,38.4,-4.61
-2.0,-37.7,37.3,-5.05
3.0,-42.8,41.5,-6.16
7.1,-52.0,17.6,-7.83
-5.0,-58.1,22.8,-5.74
-5.0,-53.0,23.8,-6.85
-39.4,8.2,-3.2,-4.32
25.2,14.3,-23.0,-8.48
-26.3,11.2,-27.2,-7.64
2.0,66.3,-7.4,-11.47
-21.2,54.1,10.3,-6.84
4.0,31.6,-11.6,-13.06
-3.0,39.8,-7.4,-9.6
3.0,17.3,-10.5,-6.75
-2.0,5.1,-4.3,-3.61
14.1,13.3,11.3,-7.16
-7.1,13.3,11.3,-7.86
16.2,-29.6,6.1,-5.45
-10.1,-31.6,8.2,-4.52
-37.4,-41.8,51.9,-3.57
56.6,-35.7,39.4,-3.62
4.0,-14.3,59.2,-6.54
-4.0,-19.4,68.5,-6.28
11.1,-19.4,-7.4,-4.04
-4.0,-20.4,-12.6,-5.4
4.0,-31.6,-25.1,-6.1
-5.0,-28.6,-29.2,-3.55
5.0,-17.3,-26.1,-5.06
-1.0,-22.4,-26.1,-4.99
3.0,12.2,-8.4,-3.73
3.0,12.2,-8.4,-3.73
0.0,-38.8,-10.5,-4.23
0.0,-38.8,-10.5,-4.23
-2.0,-57.1,0.9,-3.67
2.0,-72.4,-11.6,-3.34
-2.0,-72.4,-12.6,-5.61
4.0,-72.4,-33.4,-5.36
2.0,-63.2,-32.4,-6.65
9.1,-63.2,-43.8,-4.1
1.0,-54.1,-35.5,-3.71
-3.0,-47.9,-28.2,-4.03
0.0,-44.9,-28.2,-5.6
0.0,-44.9,-28.2,-5.6
26.3,-32.6,-20.9,-4.05
-8.1,-38.8,-7.4,-3.92
15.2,-51.0,-10.5,-5.74
-16.2,-51.0,-9.5,-3.49
15.2,-84.7,-23.0,-5.94
-15.2,-87.7,-17.8,-5.14
18.2,-78.5,-31.3,-5.7
-12.1,-72.4,-29.2,-3.68
13.1,-78.5,-41.7,-6.7
-10.1,-69.4,-28.2,-3.98
10.1,-60.2,-34.4,-6.16
-14.1,-51.0,-53.2,-9.6
6.1,-66.3,-38.6,-6.42
-6.1,-54.1,-50.0,-6.82
-22.2,-38.8,-36.5,-8.57
37.4,-38.8,-25.1,-8.3
-28.3,-32.6,-22.0,-8.04
37.4,-38.8,-26.1,-8.9
-21.2,-43.9,-27.2,-7.49
37.4,-44.9,-28.2,-4.29
-36.4,-38.8,-32.4,-3.58
27.3,-71.4,-28.2,-3.4
-31.3,-67.3,-41.7,-4.05
2.0,-51.0,-22.0,-3.96
10.1,-57.1,-26.1,-3.27
10.1,-57.1,-26.1,-4.03
-19.2,-47.9,-25.1,-4.27
20.2,-63.2,-48.0,-5.18
-36.4,-44.9,-41.7,-5.88
-25.2,-63.2,-40.7,-5.38
28.3,-35.7,-35.5,-4.85
-35.4,-47.9,-41.7,-4.02
-4.0,68.0,8.0,-4.217
-4.0,46.0,-7.0,-3.677
1.0,43.0,21.0,-3.532
2.0,59.0,2.0,-3.412
-30.0,-34.0,-16.0,-4.114
-34.0,-22.0,-28.0,-3.887
-10.0,-56.0,10.0,-4.464
-9.0,-69.0,22.0,-3.364
-54.0,-12.0,-28.0,-3.837
-54.0,-19.0,-16.0,-3.129
-20.0,-58.0,30.0,-2.99
