-12.0,-60.0,-6.0,-5.907
54.0,-27.0,3.0,-4.509
15.0,-45.0,57.0,-4.944
-12.0,-24.0,-18.0,9.143
-12.0,-63.0,-6.0,-5.688
24.0,-69.0,48.0,-5.245
-18.0,-69.0,45.0,-4.723
21.0,-45.0,57.0,-4.92
-59.0,-47.0,15.0,2.849
-46.0,-47.0,15.0,4.369
-7.0,-26.0,7.0,4.385
-22.0,20.0,6.0,2.144
-19.0,20.0,6.0,2.178
-9.0,-46.0,35.0,3.461
-25.0,1.0,-12.0,3.599
-23.0,-3.0,-7.0,2.119
-14.0,52.0,35.0,3.63
53.0,-66.0,15.0,3.559
7.0,-26.0,5.0,3.35
25.0,4.0,-12.0,3.075
14.0,58.0,35.0,3.23
-42.0,-68.0,21.0,2.39
-7.0,-17.0,-1.0,2.67
-14.0,10.0,-9.0,2.75
-17.0,22.0,8.0,3.46
-10.0,-49.0,33.0,4.33
-20.0,0.0,-11.0,2.75
-16.0,4.0,-18.0,2.35
-14.0,64.0,20.0,4.09
7.0,-11.0,-1.0,2.82
18.0,0.0,-12.0,3.6
