-60.0,-28.0,16.0,9.297
58.0,-18.0,16.0,9.08
24.0,-40.0,66.0,8.681
-60.0,6.0,-2.0,8.599
50.0,-64.0,6.0,8.258
-56.0,-70.0,4.0,8.102
-22.0,-40.0,70.0,7.967
58.0,2.0,4.0,7.501
0.0,2.0,48.0,7.482
0.0,-4.0,64.0,7.41
-48.0,0.0,54.0,7.074
-4.0,3.0,42.0,7.039
4.0,12.0,40.0,6.833
42.0,0.0,56.0,6.665
-41.0,-18.0,8.0,6.582
46.0,0.0,2.0,6.566
46.0,-6.0,-20.0,6.386
-16.0,-24.0,36.0,5.777
-32.0,26.0,-2.0,5.761
-40.0,-42.0,62.0,5.641
14.0,-24.0,42.0,5.261
8.0,-24.0,-2.0,4.772
42.0,46.0,2.0,4.517
4.0,-74.0,-6.0,3.825
32.0,-54.0,-30.0,5.276
16.0,-68.0,-58.0,5.362
4.0,-47.9,65.4,-3.51
-7.1,-36.7,64.4,-4.06
60.6,-23.5,31.1,-4.48
-62.6,-14.3,17.6,-5.79
2.0,-23.5,-4.3,-3.63
-2.0,-22.4,-3.2,-5.51
25.2,-19.4,-22.0,-4.95
1.0,22.4,26.9,-4.8
-2.0,32.6,3.0,-3.59
1.0,7.1,36.3,-3.98
-2.0,-8.2,35.2,-5.9
1.0,-2.0,45.6,-7.04
-2.0,-2.0,44.6,-6.1
3.0,-44.9,26.9,-4.96
-1.0,-41.8,25.9,-5.63
45.5,13.3,-7.4,-5.66
34.3,12.2,-28.2,-6.88
-35.4,2.0,-34.4,-8.64
8.1,60.2,30.0,-7.53
8.1,63.2,11.3,-7.48
-5.0,60.2,23.8,-8.2
-10.1,60.2,11.3,-4.09
2.0,14.3,-13.6,-15.04
-4.0,22.4,-15.7,-7.28
20.2,4.1,8.2,-3.98
56.6,-25.5,26.9,-8.14
-59.6,-20.4,24.8,-7.4
48.5,-44.9,44.6,-3.94
53.5,-58.1,39.4,-4.01
3.0,2.0,65.4,-3.77
-4.0,-10.2,68.5,-5.06
-1.0,-63.2,-8.4,-3.93
-15.2,-65.3,26.9,-5.62
12.1,-84.7,-18.8,-8.65
-12.1,-87.7,-22.0,-3.56
-12.1,-80.6,-22.0,-4.8
6.1,-72.4,-35.5,-5.04
11.1,-54.1,-54.2,-4.38
33.3,-32.6,-25.1,-5.7
43.4,-45.9,-19.9,-10.18
-44.4,-43.9,3.6,-3.66
34.3,-75.5,-16.8,-3.66
-41.4,-72.4,-25.1,-4.48
38.4,-44.9,-38.6,-1.1
-44.4,-43.9,3.6,-3.66
-29.3,-38.8,-44.8,-3.42
