46.0,20.0,-4.0,3.996
60.0,-36.0,52.0,6.09
-20.0,20.0,66.0,4.676
48.0,22.0,-2.0,4.537
-56.0,-54.0,46.0,4.306
-46.0,50.0,12.0,4.213
40.0,58.0,2.0,3.719
52.0,38.0,26.0,3.669
-54.0,12.0,28.0,3.603
2.0,44.0,10.0,3.57
48.0,40.0,8.0,3.409
60.0,-58.0,32.0,3.33
2.0,-14.0,8.0,4.616
46.0,20.0,-4.0,4.401
-62.0,-26.0,24.0,4.121
-4.0,-12.0,8.0,3.996
-8.0,-32.0,-36.0,3.838
56.0,28.0,-2.0,6.545
56.0,-50.0,32.0,6.327
8.0,-34.0,34.0,6.168
4.0,44.0,8.0,5.691
62.0,-30.0,50.0,5.619
-56.0,-54.0,46.0,5.477
-50.0,44.0,12.0,4.737
18.0,32.0,50.0,4.576
4.0,68.0,16.0,4.325
-46.0,6.0,26.0,3.719
-50.0,20.0,-6.0,3.702
46.0,20.0,-4.0,3.996
60.0,-36.0,52.0,6.09
-20.0,20.0,66.0,4.676
48.0,22.0,-2.0,4.537
-56.0,-54.0,46.0,4.306
-46.0,50.0,12.0,4.213
40.0,58.0,2.0,3.719
52.0,38.0,26.0,3.669
-54.0,12.0,28.0,3.603
2.0,44.0,10.0,3.57
48.0,40.0,8.0,3.409
60.0,-58.0,32.0,3.33
2.0,-14.0,8.0,4.616
46.0,20.0,-4.0,4.401
-62.0,-26.0,24.0,4.121
-4.0,-12.0,8.0,3.996
-8.0,-32.0,-36.0,3.838
56.0,28.0,-2.0,6.545
56.0,-50.0,32.0,6.327
8.0,-34.0,34.0,6.168
4.0,44.0,8.0,5.691
62.0,-30.0,50.0,5.619
-56.0,-54.0,46.0,5.477
-50.0,44.0,12.0,4.737
18.0,32.0,50.0,4.576
4.0,68.0,16.0,4.325
-46.0,6.0,26.0,3.719
-50.0,20.0,-6.0,3.702
