30.0,27.0,7.0,32.455
-27.0,-1.0,47.0,29.484
-12.0,24.0,33.0,23.984
-29.0,-48.0,39.0,19.796
-29.0,22.0,-3.0,15.877
11.0,16.0,41.0,15.688
31.0,-48.0,46.0,13.158
7.0,-72.0,45.0,11.229
-14.0,-90.0,2.0,9.84
62.0,-16.0,23.0,9.629
28.0,-68.0,-4.0,6.115
24.0,43.0,-10.0,5.668
17.0,-99.0,-3.0,2.944
30.0,27.0,7.0,32.455
-27.0,-1.0,47.0,29.484
-12.0,24.0,33.0,23.984
-29.0,-48.0,39.0,19.796
-29.0,22.0,-3.0,15.877
11.0,16.0,41.0,15.688
31.0,-48.0,46.0,13.158
7.0,-72.0,45.0,11.229
-14.0,-90.0,2.0,9.84
62.0,-16.0,23.0,9.629
28.0,-68.0,-4.0,6.115
24.0,43.0,-10.0,5.668
17.0,-99.0,-3.0,2.944
6.0,-50.0,21.0,9.894
50.0,-62.0,23.0,8.559
-8.0,-57.0,10.0,8.336
-57.0,-11.0,-22.0,7.626
-43.0,-67.0,24.0,7.241
-21.0,25.0,36.0,6.772
54.0,-2.0,-31.0,5.176
9.0,56.0,15.0,5.022
35.0,-20.0,50.0,4.059
30.0,27.0,7.0,32.455
-27.0,-1.0,47.0,29.484
-12.0,24.0,33.0,23.984
-29.0,-48.0,39.0,19.796
-29.0,22.0,-3.0,15.877
11.0,16.0,41.0,15.688
31.0,-48.0,46.0,13.158
7.0,-72.0,45.0,11.229
-14.0,-90.0,2.0,9.84
62.0,-16.0,23.0,9.629
28.0,-68.0,-4.0,6.115
24.0,43.0,-10.0,5.668
17.0,-99.0,-3.0,2.944
