36.4,0.0,-4.3,22.48
-34.3,-8.2,7.2,16.14
55.5,-19.4,29.0,17.84
-48.5,-19.4,23.8,15.99
-25.2,-38.8,0.9,-15.45
33.3,-21.4,50.8,-13.0
-11.1,-68.3,-39.6,14.62
-22.2,-77.5,42.5,-11.76
19.2,-16.3,73.7,-12.98
-28.3,-19.4,-12.6,-10.91
-56.6,-21.4,-1.2,-11.23
-39.4,-57.1,40.4,-11.06
6.1,-33.7,67.5,-11.85
33.3,-38.8,0.9,-16.07
-20.2,54.1,23.8,-10.36
-8.1,-57.1,23.8,-10.44
-14.1,31.6,54.0,-10.93
-6.1,49.0,45.6,-10.97
-25.2,-54.1,54.0,-10.66
28.3,-63.2,57.1,-11.23
8.1,-54.1,17.6,-9.83
3.0,3.1,34.2,10.79
25.2,-36.7,-9.5,-10.19
36.4,-71.4,12.4,-9.99
30.3,-74.5,37.3,-10.66
-6.1,-47.9,-7.4,-10.97
30.3,-65.3,32.1,-10.02
44.4,-11.2,54.0,-11.41
-50.5,-19.4,25.9,20.91
33.3,20.4,0.9,21.03
36.4,-68.3,4.0,-14.44
58.6,-21.4,42.5,17.67
-28.3,-80.6,40.4,-11.9
-14.1,-68.3,-36.5,16.18
-8.1,51.0,37.3,-12.76
41.4,-57.1,29.0,-12.81
-25.2,28.6,54.0,-11.26
-25.2,-30.6,-4.3,-12.5
-6.1,-16.3,34.2,12.3
6.1,14.3,48.8,11.15
52.5,-8.2,-9.5,-11.8
-6.1,57.1,9.2,-11.43
6.1,25.5,25.9,11.9
30.3,-74.5,32.1,-10.74
6.1,-33.7,65.4,-13.62
25.2,-68.3,23.8,-12.91
25.2,17.3,50.8,-11.13
6.1,-16.3,34.2,11.1
6.1,11.2,32.1,9.89
-3.0,0.0,42.5,10.35
28.3,-11.2,-12.6,-11.96
-31.3,20.4,42.5,-11.38
22.2,-24.5,54.0,-10.99
17.2,-68.3,-12.6,10.2
14.1,-24.5,73.7,-11.34
-25.2,8.2,-4.3,16.29
8.1,6.1,15.5,10.29
-50.5,-19.4,23.8,83.81
50.5,-16.3,17.6,28.31
6.1,6.1,48.8,29.27
-14.1,-63.2,-42.8,18.8
11.1,-65.3,-42.8,14.6
-31.3,-74.5,42.5,-16.54
41.4,-60.2,45.6,-11.78
19.2,-54.1,-15.7,14.49
-45.5,-54.1,9.2,13.05
-17.2,-57.1,-15.7,14.46
50.5,-54.1,7.2,12.99
19.2,-36.7,65.4,18.09
14.1,-24.5,45.6,12.75
39.4,25.5,42.5,-13.82
-22.2,-44.9,-20.9,12.08
