// Analysis: correlation_deqi
// Studies: 3
// Total foci: 229
// Foci with t-values: 229
// Coordinate space: MNI
// All statistics converted to t-values

// Reference=19559684
// Subjects=48
-2.0	-54.1	42.5	-20.2
3.0	-56.1	39.4	-20.8
-3.0	43.9	5.1	-9.5
5.0	37.7	11.3	-11.3
-3.0	20.4	-9.5	-25.6
4.0	18.4	-9.5	-35.5
-3.0	40.8	-15.7	-13.0
5.0	53.0	-18.8	-20.4
-28.3	19.4	-30.3	-26.0
35.4	19.4	-31.3	-25.8
-21.2	-6.1	-17.8	-14.3
22.2	-8.2	-9.5	-13.6
-18.2	-11.2	-12.6	-12.7
18.2	-11.2	-11.6	-12.7
-23.2	-11.2	-19.9	-7.9
19.2	-7.1	-23.0	-11.6
-1.0	-2.0	-5.3	-20.2
2.0	-2.0	-5.3	-18.6
-1.0	-80.6	-28.2	-7.9
-1.0	-66.3	-35.5	-6.5
-61.6	-12.2	23.8	15.4
59.6	-12.2	23.8	6.7
-59.6	-21.4	25.9	19.8
54.5	-21.4	29.0	13.3
-3.0	14.3	36.3	7.4
4.0	27.5	41.5	7.8
-3.0	14.3	36.3	7.4
3.0	11.2	38.4	6.2
-2.0	-54.1	42.5	-20.2
-2.0	-54.1	37.3	-4.8
3.0	-56.1	39.4	-20.8
3.0	-54.1	37.3	-6.1
-3.0	43.9	5.1	-9.5
-2.0	46.9	5.1	-7.3
5.0	37.7	11.3	-11.3
3.0	46.9	5.1	-8.0
-3.0	20.4	-9.5	-25.6
-2.0	11.2	-6.4	-19.0
4.0	18.4	-9.5	-35.5
4.0	14.3	-7.4	-15.6
-3.0	40.8	-15.7	-13.0
5.0	53.0	-18.8	-20.4
-28.3	19.4	-30.3	-26.0
-32.3	18.4	-30.3	-7.6
35.4	19.4	-31.3	-25.8
64.6	20.4	-28.2	-18.7
-21.2	-6.1	-17.8	-14.3
-25.2	5.1	-9.5	4.8
22.2	-8.2	-9.5	-13.6
17.2	5.1	-12.6	-7.0
-18.2	-11.2	-12.6	-12.7
18.2	-11.2	-11.6	-12.7
20.2	-16.3	-9.5	-5.0
-23.2	-11.2	-19.9	-7.9
19.2	-7.1	-23.0	-11.6
25.2	-22.4	-18.8	5.9
-1.0	-2.0	-5.3	-20.2
-1.0	-4.1	-4.3	5.9
2.0	-2.0	-5.3	-18.6
2.0	-6.1	-3.2	5.8
-1.0	-80.6	-28.2	-7.9
-1.0	-72.4	-18.8	11.0
-1.0	-66.3	-35.5	-6.5
-1.0	-64.3	-25.1	9.3
-61.6	-12.2	23.8	15.4
-62.6	-13.3	20.7	17.09
59.6	-12.2	23.8	6.7
55.5	-6.1	14.4	7.4
-59.6	-21.4	25.9	19.8
-64.6	-25.5	23.8	15.7
54.5	-21.4	29.0	13.3
55.5	-25.5	30.0	13.0
4.0	27.5	41.5	7.8
-2.0	22.4	45.6	11.0
1.0	31.6	38.4	10.0
-3.0	14.3	36.3	7.4
-3.0	19.4	31.1	6.9
3.0	11.2	38.4	6.2
2.0	18.4	35.2	7.6

// Reference=24062782
// Subjects=59
-2.0	60.2	2.0	-3.64
-5.0	51.0	31.1	-3.19
35.4	29.6	-4.3	-3.78
32.3	29.6	-4.3	-3.45
-5.0	32.6	6.1	-3.08
8.1	38.8	6.1	-3.29
-2.0	14.3	6.1	-2.77
-35.4	-60.2	43.6	2.9
-53.5	-60.2	34.2	-3.44
44.4	-66.3	37.3	-2.72
29.3	17.3	-7.4	-3.34
29.3	23.5	15.5	2.95
47.5	17.3	-7.4	-3.23
56.6	-2.0	-13.6	-3.8
-62.6	-41.8	6.1	-4.16
59.6	-2.0	-16.8	-5.25
-23.2	-41.8	2.0	-3.5
32.3	-35.7	-1.2	-4.45
-23.2	5.1	-16.8	-4.86
20.2	5.1	-19.9	-3.46
-5.0	-81.6	-10.5	-3.95
11.1	-51.0	-1.2	-3.32
23.2	5.1	-26.1	-3.74
-38.4	-57.1	-23.0	-3.01
41.4	-69.4	-32.4	-4.36
-5.0	-14.3	52.9	2.94
35.4	29.6	-4.3	4.52
38.4	32.6	-1.2	4.33
-5.0	41.8	6.1	3.7
8.1	44.9	6.1	3.84
-38.4	-57.1	43.6	-4.08
29.3	-54.1	46.7	-4.07
-5.0	-60.2	37.3	2.81
29.3	23.5	-4.3	3.57
50.5	-2.0	-7.4	3.41
62.6	-17.3	-10.5	3.48
32.3	-35.7	-1.2	2.87
-8.1	-54.1	-29.2	2.72
-14.1	57.1	31.1	-2.88
29.3	26.5	-7.4	-3.48
32.3	29.6	-4.3	-2.99
11.1	41.8	2.0	-4.2
20.2	-69.4	46.7	2.61
29.3	-51.0	43.6	3.71
56.6	-44.9	31.1	-2.95
50.5	-23.5	21.7	3.31
29.3	23.5	-4.3	-2.91
47.5	-2.0	-16.8	-2.62
62.6	-17.3	-13.6	-3.16
-20.2	-32.6	-4.3	-3.92
35.4	-32.6	-4.3	-2.56
-14.1	-38.8	-4.3	-3.65
35.4	26.5	18.6	3.03
-2.0	-44.9	-16.8	2.5
-14.1	-38.8	-10.5	-2.75
2.0	-44.9	-16.8	3.12
8.1	-29.6	-32.4	4.02
