// Analysis: verum_gt_rest
// Studies: 31
// Total foci: 835
// Foci with t-values: 823
// Coordinate space: MNI
// All statistics converted to t-values

// Reference=19559684
// Subjects=48
-60.6	-12.2	21.7	6.3
-59.6	-20.4	20.7	11.62
61.6	-19.4	22.8	7.85
-28.3	23.5	0.9	5.15
29.3	19.4	4.0	14.66
-9.1	31.6	36.3	4.3
-4.0	-31.6	26.9	6.33
3.0	-29.6	31.1	6.76
-7.1	-7.1	8.2	5.29
5.0	-7.1	8.2	5.0

// Reference=20423216
// Subjects=15
43.4	8.2	40.4	3.76
-51.5	5.1	19.6	4.62
-44.4	-21.4	12.4	4.13
-61.6	-24.5	30.0	6.24
54.5	-28.6	28.0	4.72
-10.1	-6.1	-3.2	6.58
-7.1	-19.4	13.4	6.44
-38.4	-7.1	0.9	5.64
-3.0	-47.9	-31.3	5.4
47.5	-51.0	39.4	3.25
6.1	-25.5	10.3	3.77
-32.3	-60.2	-45.9	4.41

// Reference=21080967
// Subjects=48
-3.0	-27.0	-6.0	p
3.0	21.0	45.0	6.077
45.0	-39.0	33.0	5.346
12.0	-66.0	45.0	4.48
-9.0	-63.0	42.0	4.415
-57.0	-39.0	30.0	4.337
-6.0	-9.0	69.0	3.968
-42.0	-54.0	51.0	3.955
-33.0	-21.0	39.0	3.893

// Reference=23316257
// Subjects=22
-15.2	-23.5	2.0	5.57
9.1	-15.3	0.9	5.97
42.4	20.4	-11.6	7.2
-48.5	-3.1	9.2	6.4
56.6	-3.1	9.2	6.3
-9.1	13.3	36.3	6.6
-18.2	-35.7	70.6	7.91
65.7	-22.4	35.2	6.05
-53.5	-28.6	24.8	7.46
-65.7	-31.6	33.2	8.14
59.6	-42.8	42.5	7.13
9.1	-17.3	4.0	6.68
-15.2	-20.4	10.3	6.4
-50.5	-31.6	21.7	7.21
-36.4	0.0	6.1	6.09
-59.6	-34.7	24.8	6.57
59.6	9.2	-0.1	6.51
-15.2	-63.2	-23.0	8.19
-18.2	-66.3	-19.9	7.37
-15.2	-66.3	-25.1	6.81
-18.2	-69.4	-22.0	6.48

// Reference=23840533
// Subjects=18
-48.0	-26.0	38.0	6.23
58.0	-22.0	26.0	8.48
42.0	56.0	10.0	6.38
52.0	-52.0	-4.0	6.81
48.0	8.0	0.0	4.68
-16.0	-68.0	-44.0	6.52
-48.0	-40.0	26.0	6.64
68.0	-22.0	28.0	7.87
12.0	-48.0	74.0	5.26
8.0	-20.0	68.0	6.01
-38.0	46.0	-12.0	5.0
42.0	42.0	-10.0	5.52
-52.0	-58.0	4.0	5.07
16.0	-14.0	-4.0	5.73
-24.0	2.0	20.0	4.69
-30.0	-62.0	-48.0	6.36
26.0	-66.0	-26.0	5.27
38.0	-16.0	64.0	-5.82
-20.0	-8.0	-30.0	-5.37
30.0	-20.0	-26.0	-5.45
-48.0	-26.0	38.0	6.23
58.0	-22.0	26.0	8.48
42.0	56.0	10.0	6.38
52.0	-52.0	-4.0	6.81
48.0	8.0	0.0	4.68
-16.0	-68.0	-44.0	6.52
-48.0	-40.0	26.0	6.64
68.0	-22.0	28.0	7.87
12.0	-48.0	74.0	5.26
8.0	-20.0	68.0	6.01
-38.0	46.0	-12.0	5.0
42.0	42.0	-10.0	5.52
-52.0	-58.0	4.0	5.07
16.0	-14.0	-4.0	5.73
-24.0	2.0	20.0	4.69
-30.0	-62.0	-48.0	6.36
26.0	-66.0	-26.0	5.27

// Reference=24062782
// Subjects=59
-2.0	29.6	-7.4	-4.4
5.0	11.2	-7.4	-4.65
8.1	32.6	52.9	5.01
8.1	54.1	28.0	-4.19
11.1	44.9	-10.5	-4.97
17.2	41.8	-7.4	-3.71
-8.1	32.6	-1.2	-3.17
8.1	32.6	-4.3	-5.01
-2.0	11.2	-4.3	-3.94
5.0	11.2	-7.4	-4.65
44.4	-20.4	56.0	-3.4
-47.5	-32.6	40.4	3.85
-11.1	-66.3	56.0	-3.28
20.2	-75.5	43.6	-3.26
44.4	-72.4	34.2	-3.25
-62.6	-32.6	37.3	4.14
56.6	-23.5	28.0	3.1
-8.1	-63.2	52.9	-3.69
5.0	-63.2	46.7	-3.34
-26.3	26.5	9.2	2.85
29.3	17.3	-7.4	-3.73
-26.3	20.4	18.6	4.16
35.4	26.5	18.6	2.82
53.5	8.2	-10.5	-4.92
53.5	-17.3	-7.4	-4.94
-62.6	-26.5	-4.3	-3.04
56.6	2.0	-13.6	-5.19
-29.3	-23.5	-4.3	-2.72
23.2	-11.2	-13.6	-3.37
26.3	-8.2	-13.6	-3.27
-11.1	-38.8	-4.3	-4.09
23.2	2.0	-23.0	-3.98
-8.1	-63.2	2.0	-4.21
14.1	-47.9	-4.3	-3.65
32.3	17.3	-26.1	-5.17
-5.0	-84.7	15.5	-3.64
5.0	-87.7	15.5	-2.79
-17.2	-20.4	21.7	3.09
-12.1	-42.8	22.8	3.09
-35.4	-69.4	-23.0	4.48
-11.1	-38.8	-7.4	-3.93
29.3	-44.9	-41.7	3.83
5.0	-41.8	-7.4	-3.48
5.0	-26.5	-32.4	-3.0

// Reference=24821143
// Subjects=34
-56.1	62.7	-10.0	4.326
4.5	1.5	46.2	4.914
53.0	56.6	-3.8	5.256
-37.9	-41.3	36.8	4.838
1.5	19.9	61.8	5.682
22.7	44.4	-47.4	4.853
-1.5	59.7	21.2	4.585
-62.1	29.1	21.2	5.114
7.6	71.9	-19.4	4.673
43.9	53.6	52.4	5.241
-68.2	16.8	11.8	4.312
-19.7	-13.8	52.4	3.953
56.1	-16.8	8.7	4.556
-59.1	-7.7	5.6	5.225
-53.0	-13.8	5.6	4.498
37.9	22.9	64.9	5.515
-22.7	75.0	58.6	4.048
47.0	65.8	11.8	4.718
-10.6	13.8	18.1	4.369

// Reference=24963329
// Subjects=15
-60.6	8.2	4.0	4.799
-60.6	8.2	4.0	4.799
-36.4	44.9	22.8	3.481
-36.4	44.9	22.8	3.481
63.6	-31.6	47.7	3.836
63.6	-31.6	47.7	3.836
-27.3	-46.9	72.7	4.638
-27.3	-46.9	72.7	4.638
-27.3	-46.9	72.7	4.638
-57.6	-65.3	-8.4	4.293
-30.3	-65.3	54.0	7.57
-30.3	-65.3	54.0	7.57
-30.3	-65.3	54.0	7.57
-30.3	-65.3	54.0	7.57
39.4	60.2	-2.2	9.005
39.4	60.2	-2.2	9.005
39.4	60.2	-2.2	9.005
39.4	60.2	-2.2	9.005
63.6	-65.3	14.4	4.795
-24.2	17.3	66.4	4.256
-15.2	-86.7	-45.9	7.627

// Reference=25228908
// Subjects=9
60.6	-38.8	46.7	8.089
22.2	-67.3	32.1	7.023
32.3	-53.0	42.5	4.585
-24.2	-81.6	48.8	5.179
-12.1	-77.5	50.8	4.698
30.3	12.2	-19.9	4.289
-46.5	-59.2	57.1	4.161
-52.5	46.9	59.2	3.487
36.4	22.4	-3.2	3.081
48.5	36.7	13.4	3.868
-30.3	-77.5	52.9	3.868
44.4	38.8	21.7	3.73
16.2	-81.6	23.8	3.595
-40.4	40.8	28.0	3.53
18.2	69.4	65.4	3.444
2.0	8.2	17.6	3.258
4.0	-38.8	-17.8	3.218
-38.4	-53.0	38.4	3.179
-60.0	-28.0	16.0	91.659
58.0	-18.0	16.0	82.929
24.0	-40.0	66.0	68.83
-60.0	6.0	-2.0	66.224
50.0	-64.0	6.0	56.343
-56.0	-70.0	4.0	52.289
-22.0	-40.0	70.0	49.017
58.0	2.0	4.0	39.125
0.0	2.0	48.0	38.781
0.0	-4.0	64.0	37.439
-48.0	0.0	54.0	31.762
-4.0	3.0	42.0	31.225
4.0	12.0	40.0	28.223
42.0	0.0	56.0	25.979
-41.0	-18.0	8.0	24.937
46.0	0.0	2.0	24.735
46.0	-6.0	-20.0	22.633
-16.0	-24.0	36.0	16.72
-32.0	26.0	-2.0	16.594
-40.0	-42.0	62.0	15.631
14.0	-24.0	42.0	12.935
8.0	-24.0	-2.0	10.138
42.0	46.0	2.0	8.925
4.0	-74.0	-6.0	6.31
32.0	-54.0	-30.0	13.028
16.0	-68.0	-58.0	13.601
-52.0	-72.0	4.0	26.85
-60.0	-22.0	18.0	20.579
-46.0	-2.0	56.0	18.317
62.0	-18.0	26.0	15.984
48.0	-70.0	2.0	15.516
-62.0	-22.0	42.0	14.415
48.0	6.0	32.0	13.216
26.0	-38.0	68.0	13.121
54.0	-32.0	26.0	12.935
30.0	-4.0	52.0	10.781
-32.0	-50.0	60.0	9.934
42.0	0.0	4.0	7.534
38.0	24.0	4.0	6.935
-50.0	-6.0	6.0	6.271
-56.0	12.0	4.0	6.117
10.0	4.0	44.0	6.079
-64.0	-8.0	2.0	5.785
48.0	-16.0	-12.0	5.085

// Reference=25525442
// Subjects=31
-1.5	-68.8	24.3	5.54
34.8	-62.7	33.7	5.39
-28.8	-84.2	24.3	4.53
47.0	-71.9	8.7	4.55
-50.0	-59.7	18.1	4.29
-43.9	-19.9	-13.1	4.19
-40.9	22.9	-3.8	4.77
-4.5	59.7	5.6	4.26
4.5	50.5	11.8	3.35
-28.8	-32.1	52.4	4.06
-19.7	29.1	15.0	3.88
-31.8	-68.8	-31.8	4.34
22.7	-81.1	-25.6	4.47
7.6	-50.5	-53.7	3.66

// Reference=25741269
// Subjects=45
-36.4	-3.1	20.7	30.51
36.4	-5.1	0.9	28.78
-20.2	-74.5	29.0	-21.57
30.3	-77.5	25.9	-20.61
55.5	-24.5	25.9	26.74
11.1	-57.1	50.8	-17.5
-3.0	-63.2	57.1	-20.18
-8.1	57.1	29.0	-15.54
-28.3	-47.9	-4.3	-13.85
-8.1	-3.1	42.5	17.73
6.1	6.1	34.2	18.36
-36.4	-16.3	54.0	-12.48
39.4	-71.4	4.0	-12.92
30.3	-36.7	-4.3	-13.34
-6.1	25.5	-12.6	-12.88
-17.2	-68.3	-34.4	14.25
-53.5	-63.2	9.2	14.47
11.1	-68.3	-39.6	16.03
25.2	22.4	45.6	-12.63
6.1	-30.6	73.7	-18.25
61.6	-21.4	4.0	-14.97
25.2	-21.4	65.4	-15.75
11.1	31.6	-12.6	-12.41
6.1	54.1	9.2	-12.86
-53.5	3.1	-15.7	-13.52
-22.2	-68.3	4.0	-11.45
-11.1	-36.7	12.4	-12.22
50.5	-54.1	29.0	-11.33
39.4	0.0	50.8	11.88
-25.2	28.6	54.0	-12.64
17.2	-19.4	73.7	-13.95
-17.2	-44.9	73.7	12.27
41.4	42.8	7.2	12.34
-31.3	-60.2	-39.6	13.77
3.0	-54.1	-36.5	-11.22
44.4	-65.3	-29.2	-10.85
44.4	-57.1	7.2	10.72
25.2	-54.1	59.2	-14.91
58.6	-5.1	-9.5	-11.66
-59.6	-24.5	4.0	-11.0
14.1	-89.8	-7.4	-10.4
61.6	-11.2	-9.5	-10.39
6.1	-16.3	12.4	11.49
44.4	8.2	-7.4	11.23
-34.3	-71.4	4.0	-10.7
17.2	49.0	42.5	-12.31
8.1	3.1	70.6	10.72
0.0	14.3	4.0	-12.13
61.6	-19.4	23.8	14.42
6.1	25.5	25.9	10.15
-17.2	-71.4	50.8	-10.86
-22.2	-57.1	54.0	-10.01
-50.5	-19.4	25.9	66.37
58.6	-19.4	29.0	28.07
-17.2	-63.2	-39.6	24.14
11.1	-5.1	67.5	17.59
14.1	-47.9	-9.5	16.94
-48.5	-65.3	12.4	15.56
52.5	-60.2	9.2	17.26
-39.4	-68.3	40.4	-14.47
-14.1	-44.9	37.3	-12.9
11.1	-21.4	45.6	12.54
14.1	-47.9	62.3	13.11
44.4	-60.2	42.5	-14.94
-17.2	-51.0	-15.7	11.93
-14.1	45.9	40.4	-11.76
-42.4	-44.9	-9.5	11.39
-34.3	-60.2	-1.2	10.1
-20.2	22.4	59.2	-11.11
19.2	-16.3	65.4	14.61
6.1	36.7	29.0	-10.89
-39.4	-21.4	-20.9	11.49
41.4	-63.2	20.7	9.9
28.3	-36.7	65.4	10.55
-22.2	-60.2	-12.6	9.99
-14.1	-21.4	73.7	13.06
41.4	-41.8	-9.5	10.22
44.4	-24.5	59.2	11.69
-42.4	-27.5	59.2	11.42

// Reference=26161117
// Subjects=28
-42.0	-15.0	15.0	-4.016
-36.0	10.0	10.0	-2.759
-37.0	-12.0	2.0	-3.329
-15.0	35.0	53.0	-3.665
-39.0	36.0	18.0	4.462
51.0	6.0	12.0	9.418
-3.0	-30.0	-3.0	-3.665
0.0	-24.0	0.0	-3.342
4.0	-30.0	-5.0	-2.759
15.0	33.0	45.0	-4.728
63.0	-27.0	33.0	6.309
55.0	-20.0	30.0	4.712
54.0	-60.0	39.0	-3.692
50.0	-60.0	30.0	-3.316
49.0	-55.0	26.0	-2.759
18.0	-24.0	39.0	4.728
