46.0,38.0,12.0,4.25
32.0,54.0,-2.0,3.41
48.0,-50.0,42.0,3.41
-42.0,-52.0,46.0,6.42
-52.0,-58.0,-2.0,4.25
24.0,-62.0,62.0,4.25
40.0,-68.0,28.0,6.17
56.0,-2.0,-22.0,5.11
36.0,38.0,22.0,5.64
-24.0,18.0,52.0,5.37
-46.0,12.0,30.0,9.05
-48.0,-62.0,32.0,6.44
-56.0,-6.0,-16.0,5.9
-56.0,-40.0,-8.0,4.58
-48.0,-64.0,-12.0,5.37
48.0,-60.0,30.0,6.92
-48.0,-66.0,28.0,8.39
-58.0,-30.0,-12.0,5.14
-52.0,-58.0,-8.0,4.84
40.0,-16.0,52.0,5.43
38.0,-2.0,48.0,5.65
48.0,12.0,30.0,6.77
38.0,38.0,22.0,6.1
-36.0,-24.0,56.0,9.16
-36.0,-62.0,44.0,6.32
-38.0,46.0,-6.0,2.22
-34.0,28.0,38.0,3.1
18.0,26.0,50.0,2.22
-50.0,22.0,2.0,2.22
-52.0,-54.0,6.0,2.22
-42.0,-56.0,46.0,2.22
44.0,-62.0,38.0,1.29
52.0,14.0,20.0,4.92
-46.0,8.0,32.0,4.92
-48.0,-58.0,30.0,4.27
-52.0,12.0,8.0,5.58
-56.0,-32.0,6.0,8.17
-56.0,-6.0,-16.0,8.17
-58.0,-12.0,-24.0,7.5
-56.0,-42.0,0.0,7.01
-46.0,22.0,20.0,9.34
-46.0,8.0,28.0,15.75
-56.0,-44.0,12.0,9.99
-46.0,-64.0,-16.0,9.57
2.0,58.0,2.0,5.72
34.0,48.0,18.0,4.48
56.0,-32.0,28.0,4.48
58.0,-20.0,18.0,4.48
-44.0,-54.0,42.0,5.1
-48.0,-20.0,42.0,4.79
-58.0,-22.0,16.0,6.64
36.0,54.0,-4.0,2.1
48.0,-44.0,44.0,3.09
60.0,-10.0,4.0,2.1
48.0,12.0,30.0,2.1
-20.0,14.0,60.0,2.1
-24.0,14.0,52.0,4.16
-38.0,-76.0,38.0,4.16
46.0,38.0,12.0,4.25
32.0,54.0,-2.0,3.41
48.0,-50.0,42.0,3.41
-42.0,-52.0,46.0,6.42
-52.0,-58.0,-2.0,4.25
24.0,-62.0,62.0,4.25
40.0,-68.0,28.0,6.17
56.0,-2.0,-22.0,5.11
36.0,38.0,22.0,5.64
-24.0,18.0,52.0,5.37
-46.0,12.0,30.0,9.05
-48.0,-62.0,32.0,6.44
-56.0,-6.0,-16.0,5.9
-56.0,-40.0,-8.0,4.58
-48.0,-64.0,-12.0,5.37
48.0,-60.0,30.0,6.92
-48.0,-66.0,28.0,8.39
-58.0,-30.0,-12.0,5.14
-52.0,-58.0,-8.0,4.84
40.0,-16.0,52.0,5.43
38.0,-2.0,48.0,5.65
48.0,12.0,30.0,6.77
38.0,38.0,22.0,6.1
-36.0,-24.0,56.0,9.16
-36.0,-62.0,44.0,6.32
-38.0,46.0,-6.0,2.22
-34.0,28.0,38.0,3.1
18.0,26.0,50.0,2.22
-50.0,22.0,2.0,2.22
-52.0,-54.0,6.0,2.22
-42.0,-56.0,46.0,2.22
44.0,-62.0,38.0,1.29
52.0,14.0,20.0,4.92
-46.0,8.0,32.0,4.92
-48.0,-58.0,30.0,4.27
-52.0,12.0,8.0,5.58
-56.0,-32.0,6.0,8.17
-56.0,-6.0,-16.0,8.17
-58.0,-12.0,-24.0,7.5
-56.0,-42.0,0.0,7.01
-46.0,22.0,20.0,9.34
-46.0,8.0,28.0,15.75
-56.0,-44.0,12.0,9.99
-46.0,-64.0,-16.0,9.57
2.0,58.0,2.0,5.72
34.0,48.0,18.0,4.48
56.0,-32.0,28.0,4.48
58.0,-20.0,18.0,4.48
-44.0,-54.0,42.0,5.1
-48.0,-20.0,42.0,4.79
-58.0,-22.0,16.0,6.64
36.0,54.0,-4.0,2.1
48.0,-44.0,44.0,3.09
60.0,-10.0,4.0,2.1
48.0,12.0,30.0,2.1
-20.0,14.0,60.0,2.1
-24.0,14.0,52.0,4.16
-38.0,-76.0,38.0,4.16
